att3,att4,att1,att5,att7,att9,att6,att8,att19,att2,classe
9,0.111111,227,0.0,2.238553,2.888676,2.5,3.500001,-2.038956,195,PATH
9,0.111111,142,0.0,0.869228,1.485735,1.0,1.555555,-1.887731,183,PATH
9,0.0,167,0.0,0.854184,2.784215,3.055556,5.055556,-2.11269,190,PATH
9,0.0,23,0.0,0.894427,5.856622,1.333334,9.166667,-2.126558,172,PATH
9,0.111111,142,0.0,1.769077,1.16746,2.277779,3.111111,-1.937924,185,PATH
9,0.0,200,0.0,2.040334,3.592689,2.555556,4.611111,-1.995801,193,PATH
9,0.0,178,0.0,1.806368,2.277101,2.611112,3.111111,-2.006186,185,PATH
9,0.0,233,0.111111,2.78621,1.264912,3.888887,2.0,-2.043399,197,PATH
9,0.0,169,0.222222,1.659987,2.518818,2.333334,5.5,-1.974394,186,PATH
9,0.0,118,0.0,1.481991,1.088663,1.944445,3.111111,-1.996042,180,PATH
9,0.0,234,0.222222,1.951259,3.089408,1.444445,3.833333,-2.071876,194,PATH
9,0.111111,142,0.0,0.834444,2.051197,1.111111,2.777777,-1.904978,182,PATH
9,0.0,240,0.0,1.16746,1.709451,1.888889,1.833335,-2.063044,195,PATH
9,0.0,224,0.0,2.13611,1.849925,2.888889,3.000001,-2.025942,190,PATH
9,0.0,174,0.0,2.880329,2.23524,2.888889,3.611111,-1.995072,188,PATH
9,0.0,252,0.0,2.091428,2.205214,2.611112,3.722222,-2.051671,195,PATH
9,0.0,149,0.0,1.068055,1.925463,1.555555,3.055555,-1.95277,185,PATH
9,0.111111,118,0.0,1.293861,1.42595,1.777778,2.500002,-1.910677,182,PATH
9,0.0,170,0.0,1.323576,1.784709,2.277778,2.444445,-2.008931,189,PATH
9,0.111111,182,0.0,2.043961,1.241266,3.666666,1.777777,-1.973056,186,PATH
9,0.0,10,0.0,4.38896,7.360555,4.277777,6.666666,-2.052453,172,PATH
9,0.0,229,0.0,2.277915,2.247634,4.166666,4.111111,-2.052705,195,PATH
9,0.0,177,0.0,0.82776,0.952579,0.944445,1.388889,-1.985899,190,PATH
9,0.0,240,0.0,0.64693,2.379699,2.388888,4.388889,-2.016578,192,PATH
9,0.0,236,0.0,1.932183,1.797116,2.666666,2.444444,-2.064277,194,PATH
9,0.111111,117,0.0,1.242757,2.054805,1.833333,3.000001,-1.949088,181,PATH
9,0.0,186,0.0,1.260511,1.254621,1.833332,1.944443,-1.99344,188,PATH
9,0.0,9,0.0,1.005539,1.64204,1.499999,2.777777,-2.010723,171,PATH
9,0.0,190,0.0,1.563472,1.781594,2.000001,2.277777,-1.984565,188,PATH
9,0.0,244,0.0,1.14342,2.03761,1.722222,2.277778,-2.021838,194,PATH
9,0.0,205,0.0,1.200309,3.04351,1.611111,5.388889,-2.037568,194,PATH
9,0.0,88,0.0,0.936898,2.888675,1.499999,3.833332,-2.008719,180,PATH
9,0.0,62,0.0,0.879815,0.942809,1.277779,1.666667,-1.956005,177,PATH
9,0.0,2,0.0,1.218681,3.126943,1.944445,3.666667,-2.032929,171,PATH
9,0.0,169,0.0,1.809441,2.094085,3.111111,2.888889,-2.03483,190,PATH
9,0.0,32,0.0,1.781593,6.749488,1.722222,9.0,-1.998857,173,PATH
9,0.0,205,0.0,0.998145,1.123816,1.277777,1.611111,-1.987599,190,PATH
9,0.0,204,0.0,1.925463,3.416733,2.611111,5.111111,-2.045201,194,PATH
9,0.0,187,0.0,0.250924,0.278887,0.388889,0.5,-2.097293,36,WINDOW
9,0.0,225,0.0,0.272166,0.327731,0.444445,0.388889,-2.107303,36,WINDOW
9,0.0,222,0.0,0.0,0.0,0.0,0.0,0.0,145,WINDOW
9,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,148,WINDOW
9,0.0,125,0.0,0.0,0.0,0.0,0.0,0.0,149,WINDOW
9,0.0,200,0.0,1.223232,2.678447,2.111111,5.055555,-2.171949,31,WINDOW
9,0.0,221,0.0,0.854184,1.632993,1.055556,1.666667,-2.05997,30,WINDOW
9,0.0,240,0.0,0.544331,0.389682,0.555556,0.388889,-2.121837,63,WINDOW
9,0.0,137,0.0,0.136083,0.136083,0.055556,0.055556,-2.094395,141,WINDOW
9,0.0,189,0.0,0.58373,0.534027,1.111111,1.055556,-1.780255,68,WINDOW
9,0.0,222,0.0,0.250924,0.557773,0.277778,0.666667,-2.034152,62,WINDOW
9,0.0,128,0.0,0.0,0.0,0.0,0.0,0.0,144,WINDOW
9,0.0,186,0.0,1.455513,0.471405,4.444444,0.666667,-2.067026,90,WINDOW
9,0.0,184,0.0,0.611616,0.272166,0.722222,0.222222,-1.920944,145,WINDOW
9,0.0,206,0.0,1.481991,3.358241,2.611111,4.5,-2.064482,12,WINDOW
9,0.0,202,0.0,0.327731,0.272166,0.388889,0.444445,-2.04457,63,WINDOW
9,0.0,196,0.0,1.123816,1.264911,1.722222,1.333333,-1.749258,95,WINDOW
9,0.0,200,0.0,1.857916,0.250924,1.777778,0.277778,-2.074133,13,WINDOW
9,0.0,223,0.0,0.0,0.0,0.0,0.0,0.0,150,WINDOW
9,0.0,201,0.0,3.05808,0.403687,4.277778,0.444445,-2.162872,34,WINDOW
9,0.0,231,0.0,0.278887,0.172133,0.5,0.555555,-1.93491,91,WINDOW
9,0.0,171,0.0,0.0,0.0,0.0,0.0,0.0,89,WINDOW
9,0.0,200,0.0,0.544331,0.68853,0.222222,0.444445,-2.094395,147,WINDOW
9,0.0,174,0.0,0.0,0.0,0.0,0.0,0.0,152,WINDOW
9,0.0,208,0.0,1.730981,0.501848,1.722222,0.444445,-2.162383,34,WINDOW
9,0.0,218,0.0,0.0,0.0,0.0,0.0,0.0,147,WINDOW
9,0.0,187,0.0,1.06284,2.542237,1.055556,3.055555,-2.054475,86,WINDOW
9,0.0,253,0.0,0.0,0.0,0.0,0.0,0.0,150,WINDOW
9,0.0,170,0.0,0.0,0.0,0.0,0.0,0.0,143,WINDOW
9,0.0,156,0.0,0.327731,0.544331,0.277778,0.777778,-1.988202,154,WINDOW
9,0.0,177,0.0,1.577621,2.973961,1.666667,4.333334,-2.056119,33,WINDOW
9,0.0,249,0.0,0.942809,0.327731,1.333333,0.277778,-2.085342,58,WINDOW
9,0.0,182,0.0,5.737789,0.879815,5.5,0.611111,-2.036228,39,WINDOW
9,0.0,155,0.0,2.072751,0.136083,1.888889,0.055556,-1.570796,40,WINDOW
9,0.0,220,0.0,0.136083,0.272165,0.277778,0.555556,-2.039459,61,WINDOW
9,0.0,206,0.0,0.136083,0.136083,0.055556,0.277778,-2.015428,64,WINDOW
9,0.0,160,0.0,3.544427,0.403687,3.222222,0.222222,-1.628908,95,WINDOW
9,0.0,206,0.0,0.403687,0.459468,0.555555,0.5,-2.048717,61,WINDOW
9,0.0,180,0.0,0.278887,0.172133,0.166667,0.111111,-2.094395,142,WINDOW
9,0.0,158,0.0,1.083547,0.403687,0.944444,0.222222,-1.861154,154,WINDOW
9,0.0,231,0.111111,0.712325,2.796824,0.722222,3.0,-2.047276,30,WINDOW
9,0.0,242,0.0,0.272166,0.421637,0.555555,1.0,-2.121878,65,WINDOW
9,0.0,161,0.0,5.116423,0.278887,4.666666,0.166667,-1.890484,89,WINDOW
9,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,148,WINDOW
9,0.0,138,0.0,0.860663,0.534027,0.888889,0.277778,-1.90427,144,WINDOW
9,0.0,226,0.0,0.620633,0.250924,0.777778,0.388889,-1.989546,90,WINDOW
9,0.0,119,0.0,5.539421,0.136083,5.055555,0.055556,-2.221716,153,WINDOW
9,0.0,197,0.0,0.712325,0.490653,0.944444,0.388889,-1.986938,144,WINDOW
9,0.0,130,0.0,0.0,0.0,0.0,0.0,0.0,145,WINDOW
9,0.0,187,0.0,1.605546,1.068055,3.0,1.111111,-2.043884,89,WINDOW
9,0.0,178,0.0,0.344265,0.250924,0.444445,0.388889,-2.153332,35,WINDOW
9,0.0,173,0.0,0.0,0.0,0.0,0.0,0.0,93,WINDOW
9,0.0,223,0.0,0.298142,0.501848,0.333333,0.444444,-2.048717,62,WINDOW
9,0.0,168,0.0,0.0,0.0,0.0,0.0,0.0,40,WINDOW
9,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,144,WINDOW
9,0.0,225,0.0,0.250924,0.45542,0.388889,0.555556,-1.987466,90,WINDOW
9,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,141,WINDOW
9,0.0,134,0.0,0.172133,0.136083,0.111111,0.055556,-2.094395,148,WINDOW
9,0.0,166,0.0,0.0,0.0,0.0,0.0,0.0,36,WINDOW
9,0.0,241,0.0,0.0,0.0,0.0,0.0,0.0,145,WINDOW
9,0.0,203,0.0,0.278887,0.443054,0.166667,0.722222,-2.068204,61,WINDOW
9,0.0,232,0.0,0.0,0.0,0.0,0.0,0.0,149,WINDOW
9,0.0,182,0.0,0.981307,1.090362,0.777778,0.833333,-2.094395,152,WINDOW
9,0.0,216,0.0,0.278887,0.172133,0.166667,0.111111,-2.094395,151,WINDOW
9,0.0,220,0.0,0.172133,0.172133,0.111111,0.111111,-2.094395,149,WINDOW
9,0.0,163,0.0,0.0,0.0,0.0,0.0,0.0,152,WINDOW
9,0.0,131,0.0,0.0,0.0,0.0,0.0,0.0,144,WINDOW
9,0.0,180,0.0,0.136083,0.136083,0.055556,0.055556,-2.094395,141,WINDOW
9,0.0,225,0.0,0.421637,0.344265,0.333334,0.444445,-2.068564,58,WINDOW
9,0.0,170,0.0,0.172133,0.136083,0.111111,0.055556,-2.094395,154,WINDOW
9,0.0,238,0.0,0.471405,0.490653,0.666667,0.722222,-2.121837,61,WINDOW
9,0.0,189,0.0,0.250924,0.344265,0.388889,0.444444,-2.066953,62,WINDOW
9,0.0,242,0.111111,2.353877,2.760166,2.444444,9.277778,-2.370613,57,WINDOW
9,0.0,226,0.0,0.0,0.0,0.0,0.0,0.0,144,WINDOW
9,0.0,199,0.0,0.516398,0.365148,0.333333,0.333333,-2.094395,144,WINDOW
9,0.0,170,0.0,0.0,0.0,0.0,0.0,0.0,62,WINDOW
9,0.0,123,0.0,0.0,0.0,0.0,0.0,0.0,152,WINDOW
9,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,154,WINDOW
9,0.0,161,0.0,0.0,0.0,0.0,0.0,0.0,147,WINDOW
9,0.0,245,0.0,0.278887,0.742867,0.166667,0.611111,-2.094395,140,WINDOW
9,0.0,218,0.0,1.130388,1.963557,1.5,1.833333,-1.965246,64,WINDOW
9,0.0,174,0.0,0.0,0.0,0.0,0.0,0.0,145,WINDOW
9,0.0,214,0.0,0.172133,0.172133,0.111111,0.444444,-1.986938,143,WINDOW
9,0.0,186,0.0,0.272165,1.966384,0.444444,2.333333,-2.057978,12,WINDOW
9,0.0,188,0.0,0.471405,0.298142,0.666667,0.333333,-2.035769,88,WINDOW
9,0.0,183,0.0,0.894427,0.547722,2.666667,0.5,-2.128465,91,WINDOW
9,0.0,155,0.0,3.786917,0.278887,3.444445,0.166667,-1.861154,68,WINDOW
9,0.0,160,0.0,0.809664,0.172133,0.833333,0.222222,-1.84512,41,WINDOW
9,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,142,WINDOW
9,0.0,133,0.0,0.172133,0.172133,0.111111,0.111111,-2.094395,141,WINDOW
9,0.0,173,0.0,0.0,0.0,0.0,0.0,0.0,152,WINDOW
9,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,144,WINDOW
9,0.111111,198,0.0,0.843274,0.981307,1.666667,1.111111,-2.04515,148,WINDOW
9,0.111111,236,0.0,1.490712,2.294114,1.333333,2.944445,-2.193098,38,WINDOW
9,0.0,173,0.0,1.241266,0.344265,1.111111,0.222222,-1.512684,67,WINDOW
9,0.0,210,0.0,0.0,0.0,0.0,0.0,0.0,153,WINDOW
9,0.0,49,0.0,0.928958,0.894428,2.611111,1.333334,-2.125735,42,CEMENT
9,0.0,188,0.0,0.928958,1.993508,1.055555,2.277779,-2.054964,73,CEMENT
9,0.0,139,0.0,2.524692,5.724864,3.611111,7.055555,-1.970802,95,CEMENT
9,0.111111,92,0.0,1.360826,0.655461,1.111111,0.777777,-2.070832,70,CEMENT
9,0.0,169,0.0,0.620632,1.29386,1.222222,1.111111,-2.088914,117,CEMENT
9,0.0,63,0.0,1.18634,0.886106,2.444445,1.444445,-2.133676,19,CEMENT
9,0.0,69,0.0,0.862812,0.583729,0.833332,0.777777,-2.069541,68,CEMENT
9,0.0,151,0.0,4.577317,0.389682,8.388889,0.722222,-2.046542,89,CEMENT
9,0.111111,170,0.0,1.420746,1.18165,2.277778,1.611111,-1.596679,159,CEMENT
9,0.0,180,0.0,1.611303,0.816497,2.944446,1.333333,-2.068113,116,CEMENT
9,0.0,58,0.0,0.62361,0.490653,1.166667,1.055555,-2.068644,109,CEMENT
9,0.0,191,0.0,0.779363,1.186342,1.111112,1.111111,-2.094303,101,CEMENT
9,0.0,24,0.0,0.691214,0.54433,0.833335,1.111111,-2.124981,15,CEMENT
9,0.0,152,0.0,3.887301,0.772202,7.000001,1.055556,-2.04294,98,CEMENT
9,0.0,44,0.0,0.960323,0.389682,1.166667,1.055557,-2.107785,50,CEMENT
9,0.0,105,0.0,1.531158,1.47196,2.500001,1.833333,-2.022861,69,CEMENT
9,0.111111,27,0.0,0.327728,0.389679,0.722223,0.722223,-2.128801,57,CEMENT
9,0.0,52,0.0,13.024195,0.250925,13.888889,0.277778,-2.030428,33,CEMENT
9,0.0,45,0.0,0.298141,0.646929,0.666667,1.055554,-2.076662,67,CEMENT
9,0.111111,72,0.111111,2.703222,1.971088,3.944445,2.277778,-2.060607,32,CEMENT
9,0.0,142,0.0,0.854184,0.611616,5.277778,1.055555,-2.064038,119,CEMENT
9,0.111111,244,0.0,1.12875,0.730296,2.111113,1.000001,-2.175349,134,CEMENT
9,0.0,118,0.0,1.047041,0.272165,1.222223,0.555555,-2.014126,111,CEMENT
9,0.0,78,0.0,2.105549,4.598309,5.5,6.5,-2.097363,85,CEMENT
9,0.111111,2,0.0,1.340259,0.91084,2.055556,0.888891,-2.107858,95,CEMENT
9,0.111111,114,0.0,1.312335,0.699206,2.166666,0.999999,-2.166151,145,CEMENT
9,0.111111,141,0.222222,4.449303,2.319004,3.722223,5.0,-2.030048,17,CEMENT
9,0.0,22,0.0,1.806367,1.344399,2.277778,2.444445,-2.112723,125,CEMENT
9,0.0,229,0.0,0.720082,5.425934,0.888889,7.944444,-2.088579,102,CEMENT
9,0.0,230,0.0,0.928958,0.860663,3.277779,1.444443,-2.106235,117,CEMENT
9,0.0,80,0.0,1.06284,0.557774,1.388888,0.666667,-2.143048,77,CEMENT
9,0.0,248,0.0,0.574134,0.93492,0.944443,1.111111,-2.102607,103,CEMENT
9,0.0,228,0.0,0.860663,0.975629,1.111111,1.388889,-2.123537,22,CEMENT
9,0.111111,228,0.0,1.555158,2.231094,2.055556,4.333334,-2.120131,42,CEMENT
9,0.0,109,0.0,1.088663,1.471961,1.444445,1.500001,-2.045165,111,CEMENT
9,0.0,19,0.0,0.8861,0.365146,11.222222,0.666667,-2.126207,62,CEMENT
9,0.0,78,0.0,0.888194,1.123816,1.166667,1.388888,-2.102441,128,CEMENT
9,0.0,170,0.0,1.834849,1.925463,2.166667,2.722222,-2.024268,121,CEMENT
9,0.0,58,0.0,0.250925,0.250924,2.277778,0.277777,-2.048732,48,CEMENT
9,0.0,179,0.0,2.379698,0.750308,2.388889,0.888889,-2.091572,133,CEMENT
9,0.0,103,0.0,1.083546,0.91084,1.277778,1.222221,-2.041901,65,CEMENT
9,0.111111,114,0.0,1.143417,0.886107,2.055556,0.777776,-2.126989,129,CEMENT
9,0.0,11,0.0,0.501849,0.389681,0.888891,0.722224,-2.124459,62,CEMENT
9,0.0,41,0.0,0.928957,1.555158,1.722221,2.055554,-2.08957,101,CEMENT
9,0.111111,121,0.0,1.854923,0.860662,2.944444,1.222222,-1.99488,102,CEMENT
9,0.0,220,0.0,1.655518,1.597452,2.555555,2.277777,-2.064723,111,CEMENT
9,0.0,219,0.0,0.655462,0.75031,1.444445,1.111111,-2.146969,132,CEMENT
9,0.0,241,0.0,0.712326,2.754121,1.055556,4.111111,-1.990412,70,CEMENT
9,0.0,186,0.0,1.181651,3.079803,1.277778,5.944444,-1.96031,98,CEMENT
9,0.0,209,0.111111,1.82168,3.461964,2.222223,8.777778,-1.960582,70,CEMENT
9,0.0,54,0.0,1.705111,1.218682,4.388889,1.277777,-1.90381,133,CEMENT
9,0.0,91,0.0,0.712325,1.020167,0.944445,1.055556,-2.118087,64,CEMENT
9,0.0,22,0.0,1.259042,0.623611,1.88889,1.166667,-2.105073,87,CEMENT
9,0.0,87,0.0,0.611616,4.712474,0.944444,5.111111,-2.081842,146,CEMENT
9,0.111111,54,0.0,2.697049,2.274658,2.777777,3.388889,-1.96874,126,CEMENT
9,0.111111,38,0.0,1.041721,0.779363,1.388891,0.888888,-2.068537,94,CEMENT
9,0.0,147,0.0,4.154872,0.779362,4.611111,0.777779,-2.122875,34,CEMENT
9,0.0,112,0.0,11.074329,1.068054,11.055554,1.111112,-2.038824,38,CEMENT
9,0.0,151,0.0,6.53679,0.349603,9.611111,0.5,-2.05839,101,CEMENT
9,0.0,169,0.0,1.866865,2.115206,2.388889,9.222222,-2.089186,131,CEMENT
9,0.0,70,0.0,0.272166,0.760116,1.222223,1.000001,-2.078504,38,CEMENT
9,0.0,47,0.0,0.574134,0.752772,0.944445,0.833333,-2.089105,96,CEMENT
9,0.0,109,0.0,0.490655,0.403687,0.944444,0.444445,-2.024061,100,CEMENT
9,0.0,136,0.0,1.544406,1.526313,1.222222,2.055555,-2.045905,45,CEMENT
9,0.0,93,0.0,1.38911,1.187902,1.722221,1.499999,-2.109804,67,CEMENT
9,0.0,53,0.0,0.712325,0.534027,3.277777,0.611111,-2.061006,42,CEMENT
9,0.0,191,0.0,1.526312,3.011091,2.055555,10.333333,-1.877159,107,CEMENT
9,0.0,39,0.0,1.088662,0.807374,1.111111,0.888891,-2.075161,17,CEMENT
9,0.0,19,0.0,1.500616,0.62361,3.88889,1.166667,-2.102047,102,CEMENT
9,0.0,92,0.0,1.264911,0.958392,1.999999,1.222221,-2.108757,89,CEMENT
9,0.0,79,0.0,3.761896,0.658281,4.277777,0.833333,-2.144507,28,CEMENT
9,0.0,116,0.0,0.722649,0.574133,2.833333,2.055555,-2.145045,125,CEMENT
9,0.0,109,0.0,0.691214,0.327731,1.500001,0.388889,-1.989922,76,CEMENT
9,0.0,32,0.0,0.349603,0.720081,0.833332,1.111112,-2.132027,88,CEMENT
9,0.111111,113,0.0,0.620633,1.718096,1.444444,1.944444,-2.111941,123,CEMENT
9,0.0,118,0.0,4.574081,1.062841,4.833334,1.277778,-2.072158,21,CEMENT
9,0.0,238,0.0,1.405017,0.781736,2.277776,1.5,-2.096415,73,CEMENT
9,0.0,178,0.0,0.327731,1.241264,0.722221,1.555556,-2.11881,25,CEMENT
9,0.111111,227,0.0,0.403687,0.998146,0.555555,1.611109,-2.070466,44,CEMENT
9,0.0,24,0.0,0.772203,1.730981,1.611109,2.055555,-2.083715,93,CEMENT
9,0.0,193,0.0,2.550962,1.878731,5.055556,1.944445,-2.100687,125,CEMENT
9,0.0,224,0.0,1.29386,1.186342,1.555556,1.888889,-2.127801,124,CEMENT
9,0.0,120,0.0,3.498677,1.563473,4.611111,1.666666,-2.053869,108,CEMENT
9,0.0,158,0.0,0.658281,3.065339,0.833333,3.277778,-1.981499,76,CEMENT
9,0.0,55,0.0,2.977073,0.421638,5.055555,1.0,-1.934686,145,CEMENT
9,0.111111,75,0.0,3.001851,2.770879,4.166667,2.833333,-2.131861,90,CEMENT
9,0.0,104,0.0,0.250924,0.712325,0.611111,1.055556,-2.078463,112,CEMENT
9,0.0,144,0.0,2.03306,1.730981,2.333333,2.055556,-2.138762,35,CEMENT
9,0.0,94,0.0,1.420747,0.516399,6.611111,1.000001,-2.08549,104,CEMENT
9,0.0,40,0.0,0.95258,1.108886,1.277776,1.444445,-2.098521,17,CEMENT
9,0.0,105,0.0,0.389682,0.443053,0.388889,1.055556,-2.058,111,CEMENT
9,0.111111,140,0.0,1.223232,0.501848,1.777778,0.555555,-2.038624,116,CEMENT
9,0.0,130,0.0,1.047041,0.836659,1.111111,0.833334,-2.042422,32,CEMENT
9,0.222222,102,0.0,2.123066,1.048807,2.277777,1.833333,-2.049172,158,CEMENT
9,0.0,236,0.0,0.403687,0.742868,0.777779,1.277778,-2.09948,117,CEMENT
9,0.0,23,0.0,0.750305,0.64693,1.111109,0.611111,-2.13042,25,CEMENT
9,0.0,83,0.0,1.103866,0.544331,1.277777,1.222221,-2.108995,143,CEMENT
9,0.0,74,0.0,1.206465,1.115547,1.833333,2.0,-2.067168,64,CEMENT
9,0.0,48,0.0,1.68215,1.048809,2.444445,1.833334,-2.044238,139,CEMENT
9,0.0,153,0.0,2.471316,0.834444,3.277778,1.111111,-2.090781,116,CEMENT
9,0.0,67,0.0,1.223231,0.583731,1.111111,0.555556,-2.09452,34,CEMENT
9,0.0,51,0.0,1.206455,0.699206,17.5,0.666667,-2.030269,64,CEMENT
9,0.0,97,0.0,1.619327,1.408966,1.666667,2.222221,-2.152304,46,CEMENT
9,0.111111,76,0.0,1.440164,0.544332,2.555555,1.444444,-2.086914,134,CEMENT
9,0.0,34,0.0,4.405383,0.278888,5.777778,0.499999,-2.161793,116,CEMENT
9,0.0,20,0.0,1.186343,1.485737,1.555555,1.777777,-2.128423,122,CEMENT
9,0.0,94,0.0,1.187903,0.505525,2.166665,0.833334,-2.116351,80,CEMENT
9,0.0,229,0.0,1.108888,1.047042,1.777778,1.222223,-2.186797,24,CEMENT
9,0.0,84,0.0,0.490653,0.772202,0.722222,0.944443,-2.093744,62,CEMENT
9,0.0,52,0.0,2.721655,0.490653,5.222222,0.722223,-2.048461,89,CEMENT
9,0.0,112,0.0,6.945556,0.879814,7.38889,1.277777,-2.108813,90,CEMENT
9,0.111111,139,0.0,0.958392,0.646929,2.111111,0.722221,-2.021125,115,CEMENT
9,0.0,247,0.0,1.809441,1.306679,3.555556,1.38889,-2.094392,115,CEMENT
9,0.0,113,0.0,1.135294,0.836659,1.999999,0.833331,-2.078154,34,CEMENT
9,0.111111,233,0.0,1.500617,0.490655,2.111111,2.055555,-2.076967,124,CEMENT
9,0.0,80,0.0,1.003697,1.167461,1.222223,1.444444,-2.090221,72,CEMENT
9,0.0,29,0.0,0.699206,2.322991,0.666665,2.611111,-2.145541,78,CEMENT
9,0.0,151,0.0,8.141569,0.827758,8.055556,0.722222,-2.078797,129,CEMENT
9,0.0,147,0.0,6.618995,1.695309,6.833334,1.555557,-2.050388,87,CEMENT
9,0.0,153,0.0,5.67026,3.517681,9.388889,2.944444,-2.017779,78,CEMENT
9,0.0,86,0.0,1.020168,1.062841,0.944447,1.944444,-2.133031,20,CEMENT
9,0.0,83,0.0,0.344265,0.389682,0.444443,0.722221,-2.09885,81,CEMENT
9,0.0,167,0.0,0.490654,0.389682,1.277777,0.944443,-2.00456,53,CEMENT
9,0.111111,104,0.0,0.534027,0.596285,0.944445,0.666667,-2.071134,103,CEMENT
9,0.0,58,0.0,2.215267,3.016006,2.055556,6.111111,-2.074838,122,CEMENT
9,0.0,102,0.0,1.062841,0.869227,1.611112,1.333334,-2.129479,50,CEMENT
9,0.222222,29,0.0,0.807372,1.289561,0.777777,1.722223,-2.123641,18,CEMENT
9,0.0,39,0.0,0.501848,1.638653,1.111111,2.388889,-2.029656,138,CEMENT
9,0.0,79,0.0,3.201852,1.128748,4.888889,2.111113,-2.102652,44,CEMENT
9,0.0,45,0.0,1.254621,2.678445,2.055557,6.611111,-2.126943,121,CEMENT
9,0.0,108,0.0,4.368658,1.054092,7.055555,1.666666,-2.091927,128,CEMENT
9,0.111111,83,0.0,2.139573,1.069786,2.333335,1.166666,-2.111789,133,CEMENT
9,0.0,34,0.0,0.172131,0.54433,0.22222,1.555553,-2.154989,13,CEMENT
9,0.0,148,0.0,1.21106,0.655462,0.999999,1.222222,-2.105478,109,CEMENT
9,0.0,40,0.0,0.250923,0.646928,0.722223,1.055555,-2.0742,35,CEMENT
9,0.0,202,0.0,0.365148,2.613357,0.333333,5.222221,-1.990806,21,CEMENT
9,0.111111,13,0.0,0.886108,1.0256,1.222223,1.222223,-2.145323,15,CEMENT
9,0.0,57,0.0,0.869226,0.699206,2.333334,0.999999,-2.029552,42,CEMENT
9,0.0,156,0.0,0.574134,0.544332,1.055555,1.222221,-1.949745,49,CEMENT
9,0.0,42,0.0,0.975628,0.365148,1.388891,0.999999,-2.030703,57,CEMENT
9,0.0,227,0.0,1.38243,1.011049,6.666668,1.333333,-2.129523,132,CEMENT
9,0.0,74,0.0,3.649962,1.24722,4.833334,1.666667,-2.061036,127,CEMENT
9,0.0,77,0.0,1.971086,0.958394,2.944444,1.777777,-2.06346,135,CEMENT
9,0.222222,106,0.0,1.655519,0.827759,2.222222,2.277779,-2.091037,65,CEMENT
9,0.0,191,0.0,1.293861,0.772202,1.111111,0.944446,-2.006,119,CEMENT
9,0.0,51,0.0,16.443394,0.344265,16.222223,0.444445,-2.005742,111,CEMENT
9,0.0,182,0.0,1.128748,1.025598,4.222222,1.11111,-2.093203,135,CEMENT
9,0.0,7,0.111111,3.832126,2.178176,3.055555,3.833333,-2.033077,154,CEMENT
9,0.0,152,0.0,1.327766,0.680414,4.444444,0.944444,-2.063242,83,CEMENT
9,0.0,187,0.0,0.91084,4.802776,1.555556,5.666666,-2.036435,75,CEMENT
9,0.0,147,0.0,3.923811,0.760117,6.388889,1.333333,-2.096474,125,CEMENT
9,0.0,252,0.0,1.143419,0.344266,1.722221,0.555555,-2.139002,76,CEMENT
9,0.0,189,0.0,0.389682,4.305036,0.722222,4.666666,-2.003259,48,CEMENT
9,0.0,157,0.0,0.760117,4.479171,1.333333,4.944444,-2.045203,20,CEMENT
9,0.0,90,0.0,0.327731,1.22323,0.944443,1.111109,-2.138581,36,CEMENT
9,0.0,75,0.0,1.110556,0.93492,2.5,1.555555,-2.077647,65,CEMENT
9,0.0,104,0.111111,2.187506,2.599144,3.111111,4.666666,-2.056377,147,CEMENT
9,0.0,245,0.0,3.442652,1.809441,4.88889,1.777778,-2.068653,110,CEMENT
9,0.0,47,0.0,1.025599,3.208784,0.888889,4.888888,-2.110233,121,CEMENT
9,0.0,162,0.0,0.960324,1.455513,2.166667,2.222222,-1.802554,159,CEMENT
9,0.0,18,0.0,1.772214,1.223233,1.888889,1.555557,-2.160551,43,CEMENT
9,0.0,7,0.0,0.854184,2.018434,1.277778,2.444444,-3.044175,90,FOLIAGE
9,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,133,FOLIAGE
9,0.0,29,0.0,2.942033,3.050805,2.833333,2.388889,-2.369864,85,FOLIAGE
9,0.0,37,0.0,9.713106,21.61858,7.833333,22.111109,-2.42507,104,FOLIAGE
9,0.0,59,0.0,1.986063,1.869838,2.166667,1.444444,-2.231261,120,FOLIAGE
9,0.0,104,0.0,0.516398,0.516398,0.333333,0.333333,-2.15073,139,FOLIAGE
9,0.0,81,0.111111,4.534641,6.112829,4.555555,7.5,-2.06232,145,FOLIAGE
9,0.0,108,0.0,0.0,0.0,0.0,0.0,0.0,146,FOLIAGE
9,0.0,18,0.0,9.089677,5.289054,8.666665,10.944443,-2.43063,66,FOLIAGE
9,0.0,33,0.0,0.210818,1.64204,1.333334,2.555556,-2.869948,94,FOLIAGE
9,0.0,21,0.0,12.948471,17.629103,16.277779,20.222223,-2.593825,64,FOLIAGE
9,0.0,71,0.0,0.471405,0.490654,0.666667,0.722222,-1.793403,125,FOLIAGE
9,0.0,58,0.0,1.110556,0.90472,2.166667,1.055556,-2.241956,125,FOLIAGE
